"Lugar de residencia";"Población";"Confirmados PDIA";"Confirmados PDIA 14 días";"Tasa PDIA 14 días";"Confirmados PDIA 7 días";"Total Confirmados";"Curados";"Fallecidos";"Fecha"
"Abla";"1248";"0";"3";"240,38461538461539";"0";"0";"0";"0";"17/02/2021"
"Abrucena";"1183";"2";"7";"591,71597633136093";"4";"2";"1";"0";"17/02/2021"
"Alboloduy";"609";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Alcudia de Monteagud";"138";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Alhabia";"677";"0";"2";"295,42097488921712";"0";"0";"0";"0";"17/02/2021"
"Alhama de Almería";"3691";"0";"29";"785,69493362232458";"6";"0";"13";"0";"17/02/2021"
"Alicún";"201";"0";"1";"497,5124378109453";"0";"0";"0";"0";"17/02/2021"
"Almería (capital)";"201322";"64";"1306";"648,71201359016902";"406";"65";"91";"5";"17/02/2021"
"Almócita";"176";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Alsodux";"125";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Beires";"120";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Benahadux";"4481";"3";"20";"446,3289444320464";"6";"3";"3";"0";"17/02/2021"
"Benitagla";"58";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Benizalón";"262";"0";"1";"381,67938931297709";"0";"0";"0";"0";"17/02/2021"
"Bentarique";"240";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Canjáyar";"1189";"0";"3";"252,31286795626576";"2";"0";"0";"0";"17/02/2021"
"Carboneras";"8105";"2";"61";"752,6218383713757";"12";"2";"4";"0";"17/02/2021"
"Castro de Filabres";"120";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Fiñana";"1984";"0";"8";"403,22580645161293";"1";"0";"8";"0";"17/02/2021"
"Gádor";"3034";"0";"9";"296,6381015161503";"5";"0";"1";"0";"17/02/2021"
"Gérgal";"1080";"0";"3";"277,77777777777777";"2";"0";"7";"0";"17/02/2021"
"Huécija";"486";"0";"1";"205,76131687242798";"0";"0";"0";"0";"17/02/2021"
"Huércal de Almería";"17917";"4";"132";"736,7304794329408";"44";"4";"4";"0";"17/02/2021"
"Íllar";"405";"0";"2";"493,82716049382714";"0";"0";"0";"0";"17/02/2021"
"Instinción";"448";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Lubrín";"1449";"0";"1";"69,013112491373363";"0";"0";"0";"0";"17/02/2021"
"Lucainena de las Torres";"564";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Nacimiento";"496";"0";"1";"201,61290322580646";"0";"0";"0";"0";"17/02/2021"
"Níjar";"31666";"5";"163";"514,74767889850318";"47";"5";"11";"0";"17/02/2021"
"Ohanes";"558";"0";"2";"358,42293906810033";"1";"0";"0";"0";"17/02/2021"
"Olula de Castro";"191";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Padules";"414";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Pechina";"4103";"1";"15";"365,58615647087498";"4";"1";"2";"0";"17/02/2021"
"Rágol";"303";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Rioja";"1453";"0";"5";"344,11562284927737";"1";"0";"0";"0";"17/02/2021"
"Santa Cruz de Marchena";"199";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Santa Fe de Mondújar";"461";"0";"2";"433,83947939262475";"0";"0";"0";"0";"17/02/2021"
"Senés";"289";"0";"7";"2422,1453287197232";"1";"0";"0";"0";"17/02/2021"
"Sorbas";"2436";"0";"3";"123,15270935960591";"0";"0";"5";"0";"17/02/2021"
"Tabernas";"3717";"0";"17";"457,35808447672855";"7";"0";"3";"0";"17/02/2021"
"Tahal";"336";"0";"1";"297,61904761904759";"0";"0";"0";"0";"17/02/2021"
"Terque";"365";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Tres Villas (Las)";"565";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Turrillas";"248";"0";"2";"806,45161290322585";"0";"0";"0";"0";"17/02/2021"
"Uleila del Campo";"822";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Velefique";"230";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Viator";"5978";"3";"52";"869,85613917698231";"20";"3";"2";"0";"17/02/2021"
"Albanchez";"687";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Albox";"12083";"1";"45";"372,42406687081024";"5";"1";"19";"0";"17/02/2021"
"Alcóntar";"514";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Antas";"3315";"2";"54";"1628,9592760180994";"10";"2";"5";"0";"17/02/2021"
"Arboleas";"4624";"0";"4";"86,505190311418687";"0";"0";"0";"0";"17/02/2021"
"Armuña de Almanzora";"300";"-1";"7";"2333,3333333333335";"1";"-1";"1";"0";"17/02/2021"
"Bacares";"250";"0";"2";"800";"1";"0";"0";"0";"17/02/2021"
"Bayarque";"216";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Bédar";"984";"0";"5";"508,130081300813";"4";"0";"0";"0";"17/02/2021"
"Cantoria";"3365";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Chercos";"298";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Chirivel";"1489";"0";"4";"268,63666890530556";"0";"0";"2";"0";"17/02/2021"
"Cóbdar";"178";"0";"0";"0";"0";"0";"1";"0";"17/02/2021"
"Cuevas del Almanzora";"14455";"3";"95";"657,21203735731581";"32";"3";"0";"0";"17/02/2021"
"Fines";"2104";"1";"4";"190,11406844106463";"1";"1";"3";"0";"17/02/2021"
"Gallardos (Los)";"2902";"4";"29";"999,31082012405238";"16";"4";"12";"0";"17/02/2021"
"Garrucha";"9520";"5";"89";"934,8739495798319";"20";"5";"7";"0";"17/02/2021"
"Huércal-Overa";"19432";"3";"100";"514,61506792918897";"34";"3";"8";"0";"17/02/2021"
"Laroya";"198";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Líjar";"394";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Lúcar";"760";"2";"18";"2368,4210526315787";"7";"2";"2";"0";"17/02/2021"
"Macael";"5480";"3";"16";"291,97080291970804";"6";"3";"5";"0";"17/02/2021"
"María";"1230";"0";"0";"0";"0";"0";"1";"0";"17/02/2021"
"Mojácar";"6778";"0";"47";"693,41988787252876";"7";"0";"2";"0";"17/02/2021"
"Olula del Río";"6256";"1";"43";"687,3401534526854";"9";"1";"5";"0";"17/02/2021"
"Oria";"2239";"0";"6";"267,97677534613666";"0";"0";"0";"0";"17/02/2021"
"Partaloa";"1035";"0";"7";"676,32850241545896";"1";"0";"0";"0";"17/02/2021"
"Pulpí";"10358";"2";"52";"502,02741842054451";"20";"2";"0";"0";"17/02/2021"
"Purchena";"1664";"0";"12";"721,15384615384619";"5";"0";"0";"0";"17/02/2021"
"Serón";"2033";"0";"7";"344,31874077717657";"4";"0";"3";"0";"17/02/2021"
"Sierro";"379";"0";"1";"263,85224274406335";"0";"0";"0";"0";"17/02/2021"
"Somontín";"443";"0";"2";"451,46726862302484";"0";"0";"1";"0";"17/02/2021"
"Suflí";"196";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Taberno";"974";"0";"2";"205,3388090349076";"1";"0";"0";"0";"17/02/2021"
"Tíjola";"3548";"3";"48";"1352,8748590755356";"10";"3";"8";"0";"17/02/2021"
"Turre";"3781";"1";"32";"846,33694789738161";"3";"1";"2";"0";"17/02/2021"
"Urrácal";"350";"0";"6";"1714,2857142857142";"2";"0";"3";"0";"17/02/2021"
"Vélez-Blanco";"1874";"0";"1";"53,361792956243328";"0";"0";"0";"0";"17/02/2021"
"Vélez-Rubio";"6546";"5";"34";"519,4011610143599";"21";"5";"1";"0";"17/02/2021"
"Vera";"16996";"12";"198";"1164,9799952930102";"86";"12";"85";"1";"17/02/2021"
"Zurgena";"2956";"0";"15";"507,44248985115019";"8";"0";"1";"0";"17/02/2021"
"Adra";"25412";"14";"171";"672,91043601448132";"76";"14";"2";"0";"17/02/2021"
"Alcolea";"844";"0";"2";"236,96682464454977";"0";"0";"0";"0";"17/02/2021"
"Balanegra";"3105";"4";"32";"1030,5958132045089";"10";"4";"0";"0";"17/02/2021"
"Bayárcal";"312";"0";"6";"1923,0769230769231";"0";"0";"0";"0";"17/02/2021"
"Berja";"12563";"0";"24";"191,03717264984479";"8";"0";"1";"0";"17/02/2021"
"Dalías";"4066";"0";"8";"196,75356615838663";"2";"0";"0";"0";"17/02/2021"
"Ejido (El)";"83758";"35";"422";"503,83246973423434";"164";"35";"4";"0";"17/02/2021"
"Enix";"514";"0";"1";"194,55252918287937";"1";"0";"0";"0";"17/02/2021"
"Felix";"636";"1";"1";"157,23270440251574";"1";"1";"0";"0";"17/02/2021"
"Fondón";"994";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Láujar de Andarax";"1527";"0";"9";"589,39096267190575";"3";"0";"0";"0";"17/02/2021"
"Mojonera (La)";"9191";"4";"42";"456,96877380045697";"22";"4";"0";"0";"17/02/2021"
"Paterna del Río";"365";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Roquetas de Mar";"98433";"3";"303";"307,82359574532933";"99";"3";"3";"1";"17/02/2021"
"Vícar";"26899";"2";"96";"356,89059072827985";"28";"2";"1";"1";"17/02/2021"
"Municipio de Almería sin especificar";"0";"0";"0";NA;"0";"0";"0";"0";"17/02/2021"
"Algeciras";"123078";"45";"714";"580,11992395066545";"275";"45";"15";"1";"17/02/2021"
"Barrios (Los)";"23777";"11";"73";"307,01938848467006";"21";"11";"2";"1";"17/02/2021"
"Tarifa";"18183";"6";"36";"197,98713083649562";"8";"6";"3";"1";"17/02/2021"
"Castellar de la Frontera";"3057";"1";"20";"654,23617926071313";"4";"1";"9";"0";"17/02/2021"
"Jimena de la Frontera";"6707";"0";"27";"402,56448486655734";"6";"0";"10";"0";"17/02/2021"
"San Martín del Tesorillo";"2801";"0";"5";"178,50767583006069";"2";"0";"4";"0";"17/02/2021"
"Línea de la Concepción (La)";"63630";"8";"172";"270,31274556027029";"59";"8";"179";"1";"17/02/2021"
"San Roque";"31571";"7";"106";"335,75116404295079";"24";"7";"63";"0";"17/02/2021"
"Alcalá de los Gazules";"5226";"0";"33";"631,45809414466135";"3";"0";"0";"0";"17/02/2021"
"Barbate";"22556";"3";"163";"722,64585919489275";"69";"3";"6";"0";"17/02/2021"
"Benalup-Casas Viejas";"6986";"2";"57";"815,91754938448321";"27";"2";"0";"0";"17/02/2021"
"Cádiz (capital)";"115439";"30";"709";"614,17718448704511";"191";"30";"59";"0";"17/02/2021"
"Chiclana de la Frontera";"85150";"27";"723";"849,08984145625368";"198";"27";"34";"0";"17/02/2021"
"Conil de la Frontera";"22775";"5";"122";"535,67508232711305";"25";"5";"8";"0";"17/02/2021"
"Medina Sidonia";"11773";"4";"96";"815,42512528667294";"26";"4";"1";"0";"17/02/2021"
"Paterna de Rivera";"5453";"2";"25";"458,46323124885384";"10";"2";"0";"0";"17/02/2021"
"Puerto de Santa María (El)";"88703";"7";"443";"499,41941084292529";"154";"7";"22";"0";"17/02/2021"
"Puerto Real";"41700";"12";"214";"513,18944844124701";"48";"13";"7";"1";"17/02/2021"
"San Fernando";"95001";"17";"660";"694,72952916285089";"157";"17";"57";"2";"17/02/2021"
"Vejer de la Frontera";"12622";"5";"73";"578,3552527333228";"21";"5";"5";"1";"17/02/2021"
"Chipiona";"19246";"4";"41";"213,03127922685232";"15";"4";"7";"0";"17/02/2021"
"Jerez de la Frontera";"213105";"36";"1028";"482,391309448394";"253";"36";"81";"2";"17/02/2021"
"Rota";"29282";"6";"175";"597,63677344443681";"52";"6";"6";"0";"17/02/2021"
"San José del Valle";"4433";"0";"8";"180,46469659372886";"2";"0";"3";"0";"17/02/2021"
"Sanlúcar de Barrameda";"69205";"10";"362";"523,08359222599518";"114";"10";"11";"0";"17/02/2021"
"Trebujena";"7016";"0";"15";"213,7970353477765";"3";"0";"1";"0";"17/02/2021"
"Alcalá del Valle";"5043";"8";"37";"733,69026373190559";"13";"8";"2";"0";"17/02/2021"
"Algar";"1428";"0";"4";"280,1120448179272";"0";"0";"0";"0";"17/02/2021"
"Algodonales";"5506";"0";"15";"272,43007628042136";"1";"0";"0";"0";"17/02/2021"
"Arcos de la Frontera";"30818";"2";"123";"399,11739892270754";"25";"2";"0";"0";"17/02/2021"
"Benaocaz";"673";"0";"5";"742,94205052005941";"0";"0";"0";"0";"17/02/2021"
"Bornos";"7654";"3";"53";"692,44839299712567";"16";"3";"0";"0";"17/02/2021"
"Bosque (El)";"2137";"1";"2";"93,589143659335519";"1";"1";"0";"0";"17/02/2021"
"Espera";"3869";"2";"28";"723,70121478418196";"8";"2";"0";"0";"17/02/2021"
"Gastor (El)";"1729";"0";"19";"1098,901098901099";"3";"0";"0";"0";"17/02/2021"
"Grazalema";"2013";"0";"26";"1291,6045702930949";"10";"0";"1";"0";"17/02/2021"
"Olvera";"8062";"3";"113";"1401,6373108409823";"28";"3";"0";"0";"17/02/2021"
"Prado del Rey";"5590";"0";"14";"250,44722719141325";"3";"0";"0";"0";"17/02/2021"
"Puerto Serrano";"6942";"8";"83";"1195,6208585422069";"16";"8";"0";"0";"17/02/2021"
"Setenil de las Bodegas";"2741";"0";"11";"401,31338927398758";"4";"0";"2";"0";"17/02/2021"
"Torre Alháquime";"796";"0";"1";"125,62814070351759";"0";"0";"0";"0";"17/02/2021"
"Ubrique";"16605";"2";"45";"271,00271002710025";"16";"2";"0";"0";"17/02/2021"
"Villaluenga del Rosario";"455";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Villamartín";"12134";"8";"55";"453,27179825284327";"14";"8";"0";"0";"17/02/2021"
"Zahara";"1379";"0";"1";"72,516316171138513";"0";"0";"0";"0";"17/02/2021"
"Municipio de Cádiz sin especificar";"0";"2";"25";NA;"9";"2";"0";"0";"17/02/2021"
"Córdoba (capital)";"326039";"36";"1039";"318,67353292090826";"291";"32";"90";"1";"17/02/2021"
"Aguilar de la Frontera";"13382";"5";"23";"171,87266477357645";"11";"5";"3";"0";"17/02/2021"
"Almedinilla";"2370";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Baena";"19045";"4";"70";"367,55053819900235";"39";"4";"5";"0";"17/02/2021"
"Benamejí";"4963";"1";"4";"80,596413459601052";"0";"1";"19";"0";"17/02/2021"
"Cabra";"20347";"4";"88";"432,49619108468079";"32";"4";"5";"0";"17/02/2021"
"Carcabuey";"2371";"0";"5";"210,88148460565162";"1";"0";"0";"0";"17/02/2021"
"Castro del Río";"7767";"4";"19";"244,62469421913224";"4";"4";"2";"0";"17/02/2021"
"Doña Mencía";"4615";"0";"2";"43,336944745395449";"0";"0";"0";"0";"17/02/2021"
"Encinas Reales";"2254";"0";"1";"44,365572315882872";"0";"0";"0";"0";"17/02/2021"
"Espejo";"3289";"0";"28";"851,32259045302521";"11";"0";"1";"0";"17/02/2021"
"Fernán-Núñez";"9651";"0";"17";"176,14754947673816";"0";"0";"0";"0";"17/02/2021"
"Fuente-Tójar";"666";"1";"10";"1501,5015015015015";"2";"1";"0";"0";"17/02/2021"
"Guijarrosa (La)";"1379";"0";"11";"797,67947788252354";"1";"0";"1";"0";"17/02/2021"
"Iznájar";"4134";"1";"4";"96,758587324625054";"2";"1";"1";"0";"17/02/2021"
"Lucena";"42733";"9";"110";"257,41230430814591";"39";"9";"20";"0";"17/02/2021"
"Luque";"2976";"0";"30";"1008,0645161290323";"7";"0";"5";"0";"17/02/2021"
"Montalbán de Córdoba";"4467";"0";"3";"67,159167226326389";"1";"0";"2";"0";"17/02/2021"
"Montemayor";"3856";"0";"10";"259,33609958506224";"0";"0";"0";"0";"17/02/2021"
"Montilla";"22739";"8";"116";"510,13676942697566";"39";"8";"4";"0";"17/02/2021"
"Monturque";"1943";"0";"3";"154,40041173443129";"0";"0";"0";"0";"17/02/2021"
"Moriles";"3701";"1";"14";"378,27614158335587";"2";"1";"4";"0";"17/02/2021"
"Nueva Carteya";"5341";"0";"2";"37,44617112900206";"1";"0";"3";"0";"17/02/2021"
"Palenciana";"1465";"0";"1";"68,25938566552901";"0";"0";"0";"0";"17/02/2021"
"Priego de Córdoba";"22367";"3";"71";"317,43193096973221";"32";"3";"12";"0";"17/02/2021"
"Puente Genil";"29943";"8";"58";"193,70136592859768";"20";"8";"7";"0";"17/02/2021"
"Rambla (La)";"7529";"1";"10";"132,81976358082082";"1";"1";"1";"1";"17/02/2021"
"Rute";"9898";"1";"19";"191,95797130733482";"8";"1";"12";"0";"17/02/2021"
"Santaella";"4614";"0";"19";"411,79020372778501";"4";"0";"0";"0";"17/02/2021"
"Zuheros";"635";"0";"8";"1259,8425196850394";"3";"0";"0";"0";"17/02/2021"
"Adamuz";"4137";"0";"7";"169,20473773265653";"3";"0";"0";"0";"17/02/2021"
"Almodóvar del Río";"7932";"1";"18";"226,928895612708";"10";"1";"0";"0";"17/02/2021"
"Bujalance";"7320";"0";"25";"341,53005464480873";"4";"0";"0";"0";"17/02/2021"
"Cañete de las Torres";"2923";"0";"2";"68,422853232979818";"0";"0";"0";"0";"17/02/2021"
"Carlota (La)";"14079";"2";"27";"191,77498401875133";"8";"2";"0";"0";"17/02/2021"
"Carpio (El)";"4363";"0";"11";"252,12010084804035";"1";"0";"0";"0";"17/02/2021"
"Fuente Carreteros";"1148";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Fuente Palmera";"9766";"1";"18";"184,31292238378046";"2";"1";"0";"0";"17/02/2021"
"Guadalcázar";"1559";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Hornachuelos";"4480";"1";"7";"156,25";"3";"0";"0";"0";"17/02/2021"
"Montoro";"9293";"1";"14";"150,65102765522437";"4";"1";"0";"0";"17/02/2021"
"Obejo";"2008";"0";"1";"49,800796812749006";"0";"0";"0";"0";"17/02/2021"
"Palma del Río";"20928";"2";"40";"191,131498470948";"13";"2";"1";"1";"17/02/2021"
"Pedro Abad";"2815";"0";"5";"177,61989342806393";"1";"0";"0";"0";"17/02/2021"
"Peñaflor";"3639";"1";"6";"164,88046166529267";"5";"1";"0";"0";"17/02/2021"
"Posadas";"7318";"0";"10";"136,64935774801859";"3";"0";"0";"0";"17/02/2021"
"San Sebastián de los Ballesteros";"804";"0";"1";"124,37810945273633";"0";"0";"0";"0";"17/02/2021"
"Valenzuela";"1118";"0";"1";"89,445438282647586";"0";"0";"0";"0";"17/02/2021"
"Victoria (La)";"2289";"1";"4";"174,7487986020096";"2";"1";"0";"0";"17/02/2021"
"Villa del Río";"7067";"0";"9";"127,35248337342578";"3";"0";"0";"0";"17/02/2021"
"Villafranca de Córdoba";"4860";"1";"17";"349,79423868312756";"3";"1";"0";"0";"17/02/2021"
"Villaharta";"621";"0";"1";"161,03059581320451";"0";"0";"0";"0";"17/02/2021"
"Villaviciosa de Córdoba";"3200";"0";"2";"62,5";"1";"0";"0";"0";"17/02/2021"
"Alcaracejos";"1470";"0";"2";"136,05442176870747";"0";"0";"1";"0";"17/02/2021"
"Añora";"1530";"0";"2";"130,718954248366";"1";"0";"0";"0";"17/02/2021"
"Belalcázar";"3235";"0";"6";"185,47140649149924";"1";"0";"10";"0";"17/02/2021"
"Belmez";"2921";"0";"4";"136,93940431359124";"1";"0";"0";"0";"17/02/2021"
"Blázquez (Los)";"664";"0";"2";"301,20481927710841";"0";"0";"0";"0";"17/02/2021"
"Cardeña";"1471";"0";"2";"135,96193065941537";"0";"0";"0";"0";"17/02/2021"
"Conquista";"366";"0";"7";"1912,5683060109291";"1";"0";"0";"0";"17/02/2021"
"Dos Torres";"2394";"0";"2";"83,542188805346697";"0";"0";"0";"0";"17/02/2021"
"Espiel";"2405";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Fuente la Lancha";"342";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Fuente Obejuna";"4501";"2";"8";"177,7382803821373";"3";"2";"0";"0";"17/02/2021"
"Granjuela (La)";"439";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Guijo (El)";"352";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Hinojosa del Duque";"6707";"1";"26";"387,65468913075892";"9";"1";"6";"1";"17/02/2021"
"Pedroche";"1482";"0";"11";"742,24021592442648";"6";"0";"0";"0";"17/02/2021"
"Peñarroya-Pueblonuevo";"10561";"1";"17";"160,96960515102737";"2";"1";"0";"2";"17/02/2021"
"Pozoblanco";"17204";"2";"63";"366,1939083933969";"15";"2";"0";"0";"17/02/2021"
"Santa Eufemia";"743";"0";"1";"134,58950201884252";"0";"0";"0";"0";"17/02/2021"
"Torrecampo";"1040";"0";"1";"96,15384615384616";"0";"0";"0";"0";"17/02/2021"
"Valsequillo";"348";"0";"3";"862,06896551724139";"3";"0";"0";"0";"17/02/2021"
"Villanueva de Córdoba";"8671";"0";"1";"11,532695190866106";"1";"0";"0";"0";"17/02/2021"
"Villanueva del Duque";"1448";"0";"3";"207,18232044198896";"0";"0";"0";"0";"17/02/2021"
"Villanueva del Rey";"1015";"1";"4";"394,0886699507389";"3";"1";"0";"0";"17/02/2021"
"Villaralto";"1118";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Viso (El)";"2517";"0";"13";"516,48788239968212";"3";"0";"0";"0";"17/02/2021"
"Municipio de Córdoba sin especificar";"0";"0";"7";NA;"1";"0";"0";"0";"17/02/2021"
"Albondón";"712";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Albuñol";"7353";"2";"14";"190,39847681218549";"2";"2";"0";"0";"17/02/2021"
"Almegíjar";"337";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Almuñécar";"25927";"4";"58";"223,70501793497127";"11";"4";"0";"1";"17/02/2021"
"Alpujarra de la Sierra";"969";"0";"2";"206,39834881320948";"0";"0";"0";"0";"17/02/2021"
"Bérchules";"712";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Bubión";"298";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Busquístar";"279";"0";"7";"2508,9605734767024";"1";"0";"0";"0";"17/02/2021"
"Cádiar";"1465";"0";"2";"136,51877133105802";"1";"0";"0";"0";"17/02/2021"
"Cáñar";"377";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Capileira";"563";"0";"0";"0";"0";"0";"1";"0";"17/02/2021"
"Carataunas";"201";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Cástaras";"235";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Guájares (Los)";"1053";"0";"1";"94,966761633428305";"0";"0";"0";"0";"17/02/2021"
"Gualchos";"5190";"2";"16";"308,28516377649328";"5";"2";"0";"0";"17/02/2021"
"Ítrabo";"991";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Jete";"927";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Juviles";"135";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Lanjarón";"3530";"0";"5";"141,64305949008499";"1";"0";"0";"0";"17/02/2021"
"Lentegí";"333";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Lobras";"133";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Lújar";"483";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Molvízar";"2772";"0";"8";"288,60028860028859";"1";"0";"0";"0";"17/02/2021"
"Motril";"58460";"14";"161";"275,40198426274378";"60";"14";"0";"0";"17/02/2021"
"Murtas";"455";"0";"1";"219,78021978021977";"1";"0";"0";"0";"17/02/2021"
"Nevada";"1072";"0";"1";"93,28358208955224";"0";"0";"0";"0";"17/02/2021"
"Órgiva";"5784";"0";"3";"51,867219917012449";"0";"0";"0";"0";"17/02/2021"
"Otívar";"1011";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Pampaneira";"317";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Polopos";"1722";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Pórtugos";"368";"0";"2";"543,47826086956525";"0";"0";"0";"0";"17/02/2021"
"Rubite";"382";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Salobreña";"12513";"5";"39";"311,67585710860703";"12";"5";"0";"0";"17/02/2021"
"Soportújar";"264";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Sorvilán";"527";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Taha (La)";"670";"0";"1";"149,25373134328359";"0";"0";"0";"1";"17/02/2021"
"Torrenueva Costa";"2796";"0";"5";"178,826895565093";"3";"0";"0";"0";"17/02/2021"
"Torvizcón";"625";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Trevélez";"736";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Turón";"232";"0";"0";"0";"0";"0";"0";"0";"17/02/2021"
"Ugíjar";"2517";"2";"5";"198,64918553833928";"5";"2";"0";"0";"17/02/2021"
"Válor";"677";"0";"1";"147,71048744460856";"0";"0";"0";"0";"17/02/2021"
"Vélez de Benaudalla";"2890";"1";"17";"588,23529411764707";"6";"1";"0";"0";"17/02/2021"
"Alamedilla";"569";"0";"3";"527,24077328646752";"1";"0";"1";"0";"17/02/2021"
